Month;Day;Year;Close;Volume;Market Cap
Apr;11;2019;1,16;4.280.762;115.324.823
Apr;10;2019;1,23;3.472.835;122.491.900
Apr;09;2019;1,25;3.092.083;124.358.705
Apr;08;2019;1,31;4.699.718;130.108.990
Apr;07;2019;1,22;2.597.454;120.783.704
Apr;06;2019;1,14;1.733.320;113.513.758
Apr;05;2019;1,18;2.172.220;116.871.991
Apr;04;2019;1,11;3.350.503;109.898.046
Apr;03;2019;1,12;5.796.122;110.987.415
Apr;02;2019;1,08;5.418.587;107.259.847
Apr;01;2019;1,02;5.511.471;101.386.286
Mar;31;2019;0,986890;1.990.114;97.969.333
Mar;30;2019;0,959914;2.031.147;95.290.130
Mar;29;2019;0,977469;1.772.384;97.031.570
Mar;28;2019;0,981289;2.455.194;97.409.472
Mar;27;2019;0,984123;3.031.120;97.689.506
Mar;26;2019;0,931128;2.875.947;92.427.801
Mar;25;2019;0,914269;2.072.663;90.753.102
Mar;24;2019;0,924254;2.535.755;91.743.055
Mar;23;2019;0,907192;904.785;90.048.274
Mar;22;2019;0,905196;1.189.933;89.848.975
Mar;21;2019;0,899819;2.887.403;89.314.093
Mar;20;2019;0,954643;1.532.620;94.754.595
Mar;19;2019;0,933060;1.579.173;92.611.167
Mar;18;2019;0,940523;1.504.391;93.350.639
Mar;17;2019;0,961570;1.095.517;95.438.378
Mar;16;2019;0,960133;1.761.109;95.294.584
Mar;15;2019;0,972665;2.333.025;96.537.061
Mar;14;2019;0,953988;4.552.371;94.682.159
Mar;13;2019;0,911508;6.700.312;90.464.880
Mar;12;2019;0,938244;3.711.785;93.117.186
Mar;11;2019;0,907818;3.575.752;90.096.351
Mar;10;2019;0,893639;2.598.382;88.687.954
Mar;09;2019;0,865303;1.624.655;85.874.667
Mar;08;2019;0,843128;1.744.830;83.672.934
Mar;07;2019;0,850969;1.443.094;84.449.993
Mar;06;2019;0,854374;1.083.477;84.786.726
Mar;05;2019;0,860713;1.017.761;85.414.728
Mar;04;2019;0,829559;1.446.721;82.322.016
Mar;03;2019;0,873582;1.364.152;86.689.589
Mar;02;2019;0,877114;1.286.834;87.038.890
Mar;01;2019;0,878254;1.161.491;87.150.899
Feb;28;2019;0,869479;862.055;86.278.948
Feb;27;2019;0,869384;1.270.424;86.268.398
Feb;26;2019;0,891380;1.761.519;88.449.930
Feb;25;2019;0,857331;1.418.569;85.070.167
Feb;24;2019;0,830792;2.015.874;82.435.785
Feb;23;2019;0,939983;1.345.155;93.269.046
Feb;22;2019;0,930415;1.749.207;92.318.415
Feb;21;2019;0,924490;5.597.074;91.729.371
Feb;20;2019;0,932107;1.427.984;92.483.872
Feb;19;2019;0,904577;3.102.042;89.751.170
Feb;18;2019;0,890633;2.082.261;88.366.526
Feb;17;2019;0,865784;1.967.984;85.899.920
Feb;16;2019;0,834391;1.177.920;82.784.128
Feb;15;2019;0,843353;1.635.205;83.672.194
Feb;14;2019;0,865997;4.547.517;85.917.683
Feb;13;2019;0,841133;1.844.729;83.449.813
Feb;12;2019;0,836067;1.233.186;82.946.064
Feb;11;2019;0,820662;870.490;81.416.686
Feb;10;2019;0,818007;1.808.745;81.152.188
Feb;09;2019;0,803968;668.349;79.758.423
Feb;08;2019;0,817695;1.762.627;81.119.182
Feb;07;2019;0,751636;1.098.859;74.564.826
Feb;06;2019;0,738042;907.994;73.215.236
Feb;05;2019;0,768977;770.109;76.283.062
Feb;04;2019;0,783707;723.581;77.743.273
Feb;03;2019;0,788343;1.209.594;78.202.123
Feb;02;2019;0,831415;2.515.325;82.473.769
Feb;01;2019;0,778469;1.048.162;77.220.689
Jan;31;2019;0,763100;1.832.935;75.695.183
Jan;30;2019;0,838564;1.279.027;83.179.677
Jan;29;2019;0,812519;1.447.173;80.595.095
Jan;28;2019;0,836731;1.633.346;82.995.672
Jan;27;2019;0,907591;949.833;90.023.084
Jan;26;2019;0,964933;544.642;95.709.524
Jan;25;2019;0,972724;1.241.214;96.481.034
Jan;24;2019;0,986099;1.180.724;97.806.432
Jan;23;2019;1,01;3.959.984;100.175.856
Jan;22;2019;1,00;1.858.910;99.536.551
Jan;21;2019;0,974891;1.226.675;96.690.901
Jan;20;2019;0,991190;1.439.697;98.306.162
Jan;19;2019;1,04;3.572.042;103.435.414
Jan;18;2019;0,992851;2.307.761;98.468.358
Jan;17;2019;1,07;3.594.959;106.026.809
Jan;16;2019;1,12;16.013.194;111.080.155
Jan;15;2019;1,02;7.888.775;100.671.512
Jan;14;2019;0,916257;1.611.146;90.867.262
Jan;13;2019;0,823212;1.317.121;81.638.667
Jan;12;2019;0,891730;1.420.407;88.432.503
Jan;11;2019;0,909027;1.546.078;90.146.639
Jan;10;2019;0,915966;3.810.385;90.833.610
Jan;09;2019;1,13;1.984.021;111.793.824
Jan;08;2019;1,15;2.846.624;113.931.003
Jan;07;2019;1,12;1.836.806;111.253.052
Jan;06;2019;1,10;1.765.031;109.515.219
Jan;05;2019;1,08;2.686.586;106.998.366
Jan;04;2019;1,08;2.683.145;107.542.605
Jan;03;2019;1,11;2.098.779;109.939.212
Jan;02;2019;1,16;4.574.153;114.774.979
Jan;01;2019;1,16;4.120.082;115.078.310
Dec;31;2018;1,07;3.370.701;105.904.188
Dec;30;2018;1,20;3.478.593;119.215.157
Dec;29;2018;1,22;4.794.206;121.016.439
Dec;28;2018;1,33;7.184.580;131.643.682
Dec;27;2018;1,28;7.274.038;126.439.878
Dec;26;2018;1,35;6.710.498;133.742.018
Dec;25;2018;1,43;10.343.902;141.682.718
Dec;24;2018;1,66;17.746.001;164.539.765
Dec;23;2018;1,45;7.196.495;143.626.615
Dec;22;2018;1,41;17.998.959;139.523.347
Dec;21;2018;1,25;16.264.855;123.977.454
Dec;20;2018;1,49;43.299.420;148.004.453
Dec;19;2018;1,09;25.129.801;108.075.652
Dec;18;2018;0,920519;4.446.971;91.257.684
Dec;17;2018;0,721297;950.432;71.506.504
Dec;16;2018;0,629307;1.710.526;62.386.157
Dec;15;2018;0,618314;866.434;61.295.602
Dec;14;2018;0,563920;969.930;55.902.573
Dec;13;2018;0,590567;516.577;58.543.402
Dec;12;2018;0,663067;568.355;65.729.542
Dec;11;2018;0,640893;314.196;63.530.518
Dec;10;2018;0,660458;584.756;65.469.109
Dec;09;2018;0,690993;281.938;68.495.115
Dec;08;2018;0,645782;372.489;64.012.714
Dec;07;2018;0,636158;849.239;63.057.880
Dec;06;2018;0,644433;1.488.797;63.877.351
Dec;05;2018;0,786760;1.920.375;77.984.026
Dec;04;2018;0,899745;5.553.186;89.181.958
Dec;03;2018;0,760431;823.205;75.372.308
Dec;02;2018;0,799750;919.919;79.268.418
Dec;01;2018;0,783005;418.297;77.607.699
Nov;30;2018;0,747683;394.817;74.105.847
Nov;29;2018;0,793894;972.155;78.684.949
Nov;28;2018;0,815411;1.571.830;80.816.485
Nov;27;2018;0,678912;596.379;67.287.005
Nov;26;2018;0,661740;631.138;65.584.232
Nov;25;2018;0,693936;850.965;68.774.232
Nov;24;2018;0,674405;700.530;66.837.690
Nov;23;2018;0,809133;732.337;80.186.322
Nov;22;2018;0,775449;607.375;76.849.762
Nov;21;2018;0,839080;695.226;83.154.730
Nov;20;2018;0,759230;1.436.290;75.240.427
Nov;19;2018;0,852946;1.597.470;84.526.670
Nov;18;2018;1,08;649.691;106.631.835
Nov;17;2018;1,11;1.317.340;109.638.041
Nov;16;2018;1,05;698.669;103.713.653
Nov;15;2018;1,08;2.091.450;107.003.219
Nov;14;2018;1,13;2.229.640;112.116.023
Nov;13;2018;1,34;735.878;132.856.466
Nov;12;2018;1,40;1.165.830;138.444.439
Nov;11;2018;1,43;693.244;141.942.330
Nov;10;2018;1,49;348.810;147.210.099
Nov;09;2018;1,46;792.029;144.977.742
Nov;08;2018;1,53;678.691;151.956.416
Nov;07;2018;1,59;1.034.440;157.597.277
Nov;06;2018;1,55;1.079.700;152.625.107
Nov;05;2018;1,55;1.059.370;153.552.602
Nov;04;2018;1,57;940.749;155.619.392
Nov;03;2018;1,59;955.980;157.320.518
Nov;02;2018;1,64;2.241.810;162.140.566
Nov;01;2018;1,56;1.011.250;154.319.348
Oct;31;2018;1,51;830.501;149.186.230
Oct;30;2018;1,51;684.733;149.975.895
Oct;29;2018;1,51;1.709.380;149.315.103
Oct;28;2018;1,66;1.362.220;164.702.858
Oct;27;2018;1,63;2.276.840;161.193.627
Oct;26;2018;1,66;2.046.990;164.701.530
Oct;25;2018;1,69;7.345.320;167.898.251
Oct;24;2018;1,71;14.170.400;169.525.694
Oct;23;2018;1,52;1.065.410;150.532.767
Oct;22;2018;1,52;1.775.820;150.507.033
Oct;21;2018;1,42;384.174;140.598.854
Oct;20;2018;1,43;509.315;141.409.318
Oct;19;2018;1,38;488.292;136.326.705
Oct;18;2018;1,37;804.729;136.202.084
Oct;17;2018;1,44;742.653;142.967.870
Oct;16;2018;1,42;625.654;140.955.181
Oct;15;2018;1,46;1.710.060;144.229.057
Oct;14;2018;1,34;415.497;132.597.362
Oct;13;2018;1,36;530.050;134.497.416
Oct;12;2018;1,33;550.768;131.276.518
Oct;11;2018;1,30;1.313.430;128.717.355
Oct;10;2018;1,51;806.697;149.840.601
Oct;09;2018;1,50;791.539;148.973.973
Oct;08;2018;1,53;616.141;151.786.889
Oct;07;2018;1,50;556.266;148.154.951
Oct;06;2018;1,49;1.027.220;147.496.370
Oct;05;2018;1,55;614.767;153.645.902
Oct;04;2018;1,52;820.845;150.132.918
Oct;03;2018;1,48;900.844;146.213.967
Oct;02;2018;1,54;834.508;152.775.279
Oct;01;2018;1,58;1.162.850;156.297.988
Sep;30;2018;1,59;960.102;157.047.607
Sep;29;2018;1,62;1.848.550;160.772.199
Sep;28;2018;1,57;1.057.150;155.354.016
Sep;27;2018;1,60;3.018.540;158.064.448
Sep;26;2018;1,55;8.302.550;153.839.741
Sep;25;2018;1,56;1.714.550;154.184.339
Sep;24;2018;1,59;1.872.230;157.482.894
Sep;23;2018;1,58;1.398.680;156.196.473
Sep;22;2018;1,51;1.496.710;149.212.210
Sep;21;2018;1,58;3.141.680;156.224.081
Sep;20;2018;1,38;1.428.670;137.110.795
Sep;19;2018;1,32;1.031.420;130.346.893
Sep;18;2018;1,32;1.412.460;131.199.727
Sep;17;2018;1,27;1.408.390;126.055.008
Sep;16;2018;1,40;975.599;138.706.728
Sep;15;2018;1,42;660.045;140.220.842
Sep;14;2018;1,43;1.284.430;141.544.804
Sep;13;2018;1,39;1.115.180;137.550.748
Sep;12;2018;1,33;1.326.590;131.214.194
Sep;11;2018;1,33;1.217.970;131.481.779
Sep;10;2018;1,40;1.495.040;138.692.870
Sep;09;2018;1,38;1.319.560;136.323.775
Sep;08;2018;1,39;1.346.400;137.809.078
Sep;07;2018;1,50;2.267.040;148.647.362
Sep;06;2018;1,61;4.890.330;159.240.809
Sep;05;2018;1,57;7.832.840;155.889.483
Sep;04;2018;1,97;10.266.600;195.388.970
Sep;03;2018;1,80;2.798.210;177.712.940
Sep;02;2018;1,71;2.953.250;168.907.670
Sep;01;2018;1,71;2.329.260;169.408.369
Aug;31;2018;1,57;1.385.190;155.596.204
Aug;30;2018;1,53;1.245.590;151.143.363
Aug;29;2018;1,60;2.320.770;158.650.051
Aug;28;2018;1,70;2.803.780;168.636.305
Aug;27;2018;1,69;5.774.990;167.044.328
Aug;26;2018;1,54;959.083;152.431.276
Aug;25;2018;1,53;785.643;151.477.027
Aug;24;2018;1,53;1.338.460;151.189.967
Aug;23;2018;1,39;980.490;137.892.233
Aug;22;2018;1,32;1.215.360;130.276.543
Aug;21;2018;1,44;1.110.890;142.977.363
Aug;20;2018;1,39;918.516;137.845.264
Aug;19;2018;1,50;1.139.160;148.924.346
Aug;18;2018;1,43;1.880.830;141.693.945
Aug;17;2018;1,56;3.522.750;154.280.140
Aug;16;2018;1,33;1.867.060;131.579.775
Aug;15;2018;1,29;1.736.580;127.565.592
Aug;14;2018;1,26;5.335.730;125.025.235
Aug;13;2018;1,41;5.346.140;139.605.277
Aug;12;2018;1,60;1.424.450;158.285.354
Aug;11;2018;1,58;3.040.670;156.181.156
Aug;10;2018;1,63;2.031.100;161.368.065
Aug;09;2018;1,77;2.166.890;175.253.114
Aug;08;2018;1,64;3.139.280;162.570.266
Aug;07;2018;1,89;2.348.470;186.983.850
Aug;06;2018;1,97;2.905.920;195.278.556
Aug;05;2018;2,05;3.464.430;202.622.000
Aug;04;2018;1,99;9.853.900;197.127.995
Aug;03;2018;2,09;7.162.390;206.547.412
Aug;02;2018;2,20;6.522.570;217.397.535
Aug;01;2018;2,43;4.326.670;240.868.400
Jul;31;2018;2,52;20.184.300;249.628.839
Jul;30;2018;2,84;22.214.500;280.567.812
Jul;29;2018;2,95;20.260.500;291.493.590
Jul;28;2018;2,95;7.544.840;291.800.497
Jul;27;2018;2,86;54.784.200;282.618.015
Jul;26;2018;2,73;4.477.260;269.660.811
Jul;25;2018;2,91;5.109.850;287.512.550
Jul;24;2018;2,72;5.336.570;269.157.076
Jul;23;2018;2,73;2.713.400;270.486.376
Jul;22;2018;2,75;2.748.530;271.685.032
Jul;21;2018;2,75;2.915.320;271.791.312
Jul;20;2018;2,61;3.965.390;258.061.543
Jul;19;2018;2,95;4.210.460;292.308.491
Jul;18;2018;3,06;12.169.300;302.955.494
Jul;17;2018;3,07;9.559.160;303.560.017
Jul;16;2018;2,65;2.528.080;262.642.688
Jul;15;2018;2,44;2.053.770;241.547.198
Jul;14;2018;2,35;1.976.450;232.122.532
Jul;13;2018;2,30;2.385.420;227.417.212
Jul;12;2018;2,31;1.964.000;228.050.382
Jul;11;2018;2,42;2.912.310;238.954.471
Jul;10;2018;2,32;2.803.330;229.990.358
Jul;09;2018;2,50;2.362.510;246.959.413
Jul;08;2018;2,62;2.311.600;258.906.505
Jul;07;2018;2,66;2.566.680;262.889.816
Jul;06;2018;2,60;3.916.180;257.362.486
Jul;05;2018;2,60;3.126.020;257.520.389
Jul;04;2018;2,70;2.580.440;266.957.086
Jul;03;2018;2,74;5.274.820;270.888.631
Jul;02;2018;2,84;4.928.950;281.392.259
Jul;01;2018;2,81;6.421.990;278.293.475
Jun;30;2018;2,64;4.350.890;261.513.666
Jun;29;2018;2,37;3.622.260;234.620.242
Jun;28;2018;2,16;2.394.390;213.471.423
Jun;27;2018;2,34;2.618.010;231.895.015
Jun;26;2018;2,33;1.996.750;230.764.409
Jun;25;2018;2,43;2.626.980;240.183.557
Jun;24;2018;2,37;3.718.470;234.899.695
Jun;23;2018;2,53;3.272.330;250.329.123
Jun;22;2018;2,54;3.755.960;251.114.150
Jun;21;2018;3,00;2.610.670;296.955.134
Jun;20;2018;2,99;3.846.590;295.613.081
Jun;19;2018;3,12;3.450.460;308.557.468
Jun;18;2018;3,18;4.362.980;314.449.914
Jun;17;2018;3,11;3.188.600;307.298.341
Jun;16;2018;3,03;3.508.090;299.470.525
Jun;15;2018;3,06;3.612.880;302.207.069
Jun;14;2018;3,30;4.984.250;326.315.866
Jun;13;2018;3,05;5.923.860;301.760.110
Jun;12;2018;3,33;4.322.460;329.073.374
Jun;11;2018;3,51;4.742.060;347.581.606
Jun;10;2018;3,51;4.952.060;346.686.080
Jun;09;2018;4,13;3.415.060;408.355.741
Jun;08;2018;4,25;5.079.370;420.303.955
Jun;07;2018;4,45;3.975.920;439.604.097
Jun;06;2018;4,44;4.087.110;439.062.417
Jun;05;2018;4,51;4.489.040;446.041.853
Jun;04;2018;4,35;5.168.930;430.311.741
Jun;03;2018;4,67;5.248.250;462.130.955
Jun;02;2018;4,54;4.582.490;448.548.851
Jun;01;2018;4,39;4.141.950;434.228.299
May;31;2018;4,43;4.072.820;438.258.832
May;30;2018;4,34;5.337.390;428.851.944
May;29;2018;4,48;5.930.300;442.730.378
May;28;2018;4,08;6.485.070;403.409.473
May;27;2018;4,60;4.784.240;454.973.104
May;26;2018;4,79;4.702.850;473.873.297
May;25;2018;4,91;7.867.390;485.520.921
May;24;2018;5,33;32.881.100;527.152.098
May;23;2018;5,41;11.481.100;535.317.574
May;22;2018;5,79;15.869.200;572.231.142
May;21;2018;5,76;5.626.450;569.704.615
May;20;2018;5,89;5.246.120;581.823.774
May;19;2018;5,76;5.642.980;569.899.307
May;18;2018;5,84;6.431.330;576.959.463
May;17;2018;5,68;7.747.230;561.598.066
May;16;2018;6,29;12.093.300;621.978.242
May;15;2018;5,90;7.818.450;583.189.524
May;14;2018;6,31;8.797.740;623.796.783
May;13;2018;6,49;8.356.780;641.446.960
May;12;2018;6,05;11.831.900;598.157.757
May;11;2018;5,68;14.286.200;561.903.981
May;10;2018;6,59;11.072.900;651.159.614
May;09;2018;7,12;13.625.200;703.338.514
May;08;2018;7,51;11.640.400;742.697.487
May;07;2018;7,62;12.157.300;753.152.698
May;06;2018;7,91;13.944.000;782.230.139
May;05;2018;8,21;35.287.300;811.227.684
May;04;2018;8,02;18.501.200;792.692.989
May;03;2018;7,67;16.697.500;757.738.218
May;02;2018;7,62;25.944.100;752.677.613
May;01;2018;7,22;19.303.800;713.385.309
Apr;30;2018;6,77;18.585.700;668.939.601
Apr;29;2018;7,16;51.352.100;707.188.410
Apr;28;2018;6,47;9.946.400;639.937.757
Apr;27;2018;6,01;10.798.900;594.304.757
Apr;26;2018;6,23;10.733.000;615.730.782
Apr;25;2018;5,76;13.020.700;569.209.844
Apr;24;2018;6,69;17.273.700;661.247.576
Apr;23;2018;6,13;11.982.200;606.050.173
Apr;22;2018;5,74;10.004.900;567.607.285
Apr;21;2018;5,81;13.420.000;573.823.974
Apr;20;2018;6,00;13.536.300;593.222.664
Apr;19;2018;5,77;11.984.400;569.998.347
Apr;18;2018;5,61;14.289.700;554.294.985
Apr;17;2018;4,97;11.474.500;491.154.131
Apr;16;2018;4,83;7.659.550;477.274.493
Apr;15;2018;5,03;8.177.060;497.034.896
Apr;14;2018;4,71;7.097.920;465.134.246
Apr;13;2018;4,62;14.522.100;457.014.449
Apr;12;2018;4,50;11.442.900;444.309.819
Apr;11;2018;4,06;11.565.900;401.034.761
Apr;10;2018;3,73;5.520.670;368.214.157
Apr;09;2018;3,58;4.559.740;353.511.284
Apr;08;2018;3,76;4.474.590;371.736.949
Apr;07;2018;3,74;6.954.370;369.414.055
Apr;06;2018;3,53;5.946.900;349.009.628
Apr;05;2018;3,54;10.250.700;349.574.197
Apr;04;2018;3,57;8.549.690;352.799.536
Apr;03;2018;4,05;11.428.000;400.464.311
Apr;02;2018;3,66;8.672.100;361.243.816
Apr;01;2018;3,38;5.151.710;333.908.040
Mar;31;2018;3,71;4.169.080;367.023.042
Mar;30;2018;3,65;5.089.410;361.057.788
Mar;29;2018;3,87;7.706.080;382.536.314
Mar;28;2018;4,58;11.196.700;452.179.827
Mar;27;2018;4,40;7.069.330;434.416.734
Mar;26;2018;4,91;10.258.000;484.889.054
Mar;25;2018;5,43;8.719.140;536.162.234
Mar;24;2018;5,21;11.120.900;514.778.098
Mar;23;2018;5,05;7.941.910;498.898.040
Mar;22;2018;5,15;9.074.160;509.015.230
Mar;21;2018;5,35;14.418.600;528.866.551
Mar;20;2018;5,15;9.210.600;509.021.652
Mar;19;2018;4,86;9.337.520;480.005.315
Mar;18;2018;4,35;9.559.220;429.608.328
Mar;17;2018;4,07;4.753.190;402.526.932
Mar;16;2018;4,61;5.029.010;455.216.598
Mar;15;2018;4,76;7.083.840;469.921.716
Mar;14;2018;4,82;5.728.080;475.981.472
Mar;13;2018;5,44;4.402.760;537.387.047
Mar;12;2018;5,47;4.488.550;539.992.611
Mar;11;2018;5,85;3.641.180;577.470.922
Mar;10;2018;5,36;4.855.590;529.178.804
Mar;09;2018;5,70;8.574.140;562.587.908
Mar;08;2018;5,82;7.105.440;574.943.515
Mar;07;2018;6,21;12.706.000;612.869.779
Mar;06;2018;7,34;9.876.510;725.269.060
Mar;05;2018;8,13;8.337.660;802.960.322
Mar;04;2018;8,32;7.421.910;821.776.198
Mar;03;2018;8,27;23.331.300;816.389.799
Mar;02;2018;8,04;14.455.900;794.304.011
Mar;01;2018;7,60;8.010.730;750.658.406
Feb;28;2018;7,35;7.101.400;726.263.054
Feb;27;2018;7,80;6.434.710;770.344.874
Feb;26;2018;7,60;8.441.520;750.818.580
Feb;25;2018;7,38;7.811.670;729.002.669
Feb;24;2018;7,37;11.802.500;727.355.780
Feb;23;2018;7,65;9.438.520;755.402.864
Feb;22;2018;7,27;11.941.200;717.461.655
Feb;21;2018;8,25;18.825.400;814.274.593
Feb;20;2018;9,13;21.055.000;901.552.767
Feb;19;2018;9,95;22.415.800;982.562.200
Feb;18;2018;9,26;14.139.400;914.812.346
Feb;17;2018;9,76;19.415.600;963.657.589
Feb;16;2018;9,56;14.430.300;943.848.665
Feb;15;2018;9,54;23.848.900;942.439.163
Feb;14;2018;9,36;47.682.600;924.025.539
Feb;13;2018;7,95;17.510.200;785.365.369
Feb;12;2018;7,90;10.176.500;780.326.417
Feb;11;2018;6,99;9.233.680;690.372.754
Feb;10;2018;7,86;20.070.700;775.823.381
Feb;09;2018;8,21;12.699.200;810.623.101
Feb;08;2018;7,35;12.229.100;725.421.641
Feb;07;2018;6,49;13.130.400;640.611.387
Feb;06;2018;6,86;17.572.200;677.547.019
Feb;05;2018;6,09;14.262.200;601.124.717
Feb;04;2018;7,99;14.448.100;788.670.300
Feb;03;2018;9,66;11.740.300;953.551.216
Feb;02;2018;9,33;25.720.900;921.407.615
Feb;01;2018;10,15;23.587.600;1.002.039.237
Jan;31;2018;12,29;25.649.400;1.213.559.538
Jan;30;2018;11,98;25.695.100;1.182.189.881
Jan;29;2018;14,82;29.743.800;1.462.845.769
Jan;28;2018;14,64;34.283.400;1.445.481.757
Jan;27;2018;14,42;117.059.000;1.423.340.105
Jan;26;2018;13,37;55.387.300;1.319.985.316
Jan;25;2018;12,68;18.111.100;1.252.111.366
Jan;24;2018;12,64;23.016.500;1.247.366.640
Jan;23;2018;12,46;39.676.300;1.229.986.806
Jan;22;2018;11,73;32.543.500;1.157.516.760
Jan;21;2018;13,29;34.303.600;1.311.844.504
Jan;20;2018;16,10;56.670.600;1.589.099.868
Jan;19;2018;14,84;36.179.600;1.464.836.181
Jan;18;2018;14,59;45.599.200;1.439.706.343
Jan;17;2018;14,74;55.399.600;1.454.582.101
Jan;16;2018;14,94;82.425.800;1.474.451.821
Jan;15;2018;20,81;136.719.008;2.053.754.944
Jan;14;2018;19,93;29.952.500;1.967.433.937
Jan;13;2018;19,96;29.031.000;1.969.747.263
Jan;12;2018;18,69;39.309.600;1.844.878.049
Jan;11;2018;16,09;41.010.200;1.588.380.012
